village,year,month,depth_meters
Marwadi Khurd,2017,5,8.5
Harsi,2017,5,7.9
Ghatwadi,2017,5,8.55
Umarda (Nursary),2017,5,7.5
Ner,2017,5,4.3
Ner,2017,5,4.5
Mojhar,2017,5,8.2
Mojhar,2017,5,3.1
Mohgaon Kasba,2017,5,6.3
Ladkhed,2017,5,13.3
Jamwadi,2017,5,3.4
Dhanaj (Manekwada),2017,5,4.9
Dhanaj (Manekwada),2017,5,6.0
Maregaon,2017,5,10.1
Mardi,2017,5,6.6
Jamni,2017,5,6.3
Buranda,2017,5,4.15
Mahagaon,2017,5,15.2
Khadka,2017,5,4.7
Dhanoda,2017,5,10.9
Shibla,2017,5,2.8
Saykheda,2017,5,9.0
Satpali,2017,5,8.5
Rampur,2017,5,6.65
Patan,2017,5,7.3
Pandharkawada,2017,5,6.2
Pandharkawada,2017,5,5.38
Pahapal,2017,5,8.8
Mukutban,2017,5,11.6
Mohada,2017,5,7.3
Khatara,2017,5,7.4
Karanji,2017,5,8.1
Karanji,2017,5,7.0
Metikheda,2017,5,10.5
Kotha,2017,5,6.4
Kalamb,2017,5,12.17
Jodmoha,2017,5,10.9
Chaparda,2017,5,4.72
Aamli,2017,5,10.75
Talni,2017,5,7.5
Siroli,2017,5,23.15
Sawli Sadoba,2017,5,8.55
Sawali,2017,5,11.65
Parwa,2017,5,9.3
Pandhurna,2017,5,7.4
Mowada,2017,5,7.5
Kurli,2017,5,8.2
Injhala,2017,5,13.2
Ghatanji,2017,5,7.14
Ghatanji,2017,5,8.95
Dahegaon,2017,5,6.3
Vai (Lingi),2017,5,9.0
Singad,2017,5,9.9
Mahagaon,2017,5,3.25
Lonbhel,2017,5,7.1
Digras,2017,5,5.5
Arni,2017,5,6.75
Arni,2017,5,6.9
Selodi,2017,5,7.2
Sangwi,2017,5,13.3
Darwha,2017,5,7.1
Darwha,2017,5,6.3
Bori (Arab),2017,5,8.75
Bori (Arab),2017,5,14.0
Sindhi,2017,5,6.7
Sindhi,2017,5,6.3
Savar,2017,5,5.2
Sarul,2017,5,10.2
Pahur,2017,5,4.95
Dighi,2017,5,6.8
Babhulgaon,2017,5,8.2
Washim,2017,5,9.8
Tondgaon,2017,5,13.4
Sawargaon Barde,2017,5,9.0
Kondala Jhambre,2017,5,12.2
Kalamba Mahal,2017,5,7.7
Deothana,2017,5,7.8
Bitoda (Bhoyar),2017,5,12.5
Rithad,2017,5,15.7
Risod,2017,5,7.8
Loni,2017,5,11.4
Kurha,2017,5,5.9
Kenwad,2017,5,6.9
Dapuri,2017,5,10.09
Chikli,2017,5,9.75
Sendurjan Adhao,2017,5,11.79
Kupta,2017,5,10.0
Giroli,2017,5,7.4
Enzori,2017,5,16.9
Dhamni Manora,2017,5,40.0
Wada,2017,5,16.0
Shelu Bazar,2017,5,10.09
Shelu Bazar,2017,5,8.7
Sangaon,2017,5,12.4
Sakhar Doha,2017,5,13.5
Mangrulpir,2017,5,12.2
Dhanora,2017,5,14.1
Aasegaon,2017,5,8.8
Tharpimpri,2017,5,5.8
Shirpur,2017,5,13.9
Ridhora,2017,5,11.0
Medshi,2017,5,10.9
Malegaon,2017,5,11.9
Kinhi Raja,2017,5,9.5
Jaulka Rly,2017,5,5.29
Jamkheda,2017,5,9.0
Yevta Bandi,2017,5,9.9
Vilegaon (Kherda),2017,5,3.4
Sheluwada,2017,5,14.0
Shaha,2017,5,14.2
Punad Budruk,2017,5,10.6
Karanja,2017,5,6.9
Karanja,2017,5,8.4
Kamargaon,2017,5,5.1
Dhanaj Khurd,2017,5,11.0
Ule,2017,5,9.32
Nandni,2017,5,5.41
Chincholi,2017,5,11.66
Boramani,2017,5,10.9
Soregaon,2017,5,7.87
Nannaj,2017,5,9.52
Kegaon,2017,5,1.5
Wadhegaon,2017,5,10.3
Shivni,2017,5,3.03
Sangola,2017,5,7.55
Manjri,2017,5,11.0
Mahud (Bk),2017,5,6.37
Junoni,2017,5,7.67
Rople,2017,5,12.87
Pandharpur,2017,5,7.67
Narayan Chincholi,2017,5,3.07
Karkamb,2017,5,12.07
Bhandi-Shegaon,2017,5,11.1
Ajoti,2017,5,7.41
Sohole,2017,5,4.26
Shetphal,2017,5,34.22
Shetphal,2017,5,19.07
Mohol,2017,5,6.77
Kurul,2017,5,14.29
Ichgaon,2017,5,11.07
Hivre,2017,5,16.22
Angar,2017,5,12.4
Pout,2017,5,7.57
Marwade,2017,5,9.36
Mangalvedha,2017,5,16.07
Eklaspur,2017,5,7.65
Brahmapuri,2017,5,7.47
Bhose,2017,5,16.87
Velapur,2017,5,4.87
Salmukh,2017,5,3.87
Piliv,2017,5,8.05
Natepute,2017,5,8.3
Malsiras,2017,5,6.87
Dharmapuri,2017,5,6.97
Tembhurni,2017,5,14.0
Parite,2017,5,12.4
Madha,2017,5,16.0
Bitergaon Haveli,2017,5,7.28
Bhosre,2017,5,15.29
Varkute,2017,5,9.41
Karmala,2017,5,10.9
Kandar,2017,5,1.2
Jeur,2017,5,8.17
Uplai R.S.,2017,5,15.47
Shelgaon,2017,5,11.17
Pangri,2017,5,3.71
Nari,2017,5,11.51
Manegaon,2017,5,12.81
Malegaon,2017,5,12.68
Dhanore,2017,5,6.17
Chikarde,2017,5,9.18
Barshi Town,2017,5,7.51
Wagdhari,2017,5,9.71
Nagansur,2017,5,9.51
Akkalkot,2017,5,6.91
Vaduth,2017,5,3.8
Satara,2017,5,2.0
Kondve,2017,5,11.59
Chinchni Kanheri,2017,5,5.2
Chinchner,2017,5,1.3
Varad,2017,5,19.0
Tathvade,2017,5,12.9
Nimblak,2017,5,9.6
Nimblak,2017,5,2.5
Javali,2017,5,13.5
Yerphale,2017,5,1.1
Velkhandwadi (Tarli),2017,5,9.1
Savanthwadi (Jinti),2017,5,7.5
Patan,2017,5,3.2
Mutlavadi,2017,5,5.45
Morgir (Shivpurpeth),2017,5,0.56
Manainagar,2017,5,2.3
Dhebevadi,2017,5,7.6
Wavarhire,2017,5,10.0
Rehmatpur,2017,5,10.75
Koregaon,2017,5,8.4
Arvi,2017,5,11.23
Vikhle,2017,5,7.2
Manjarvadi (Mol),2017,5,4.95
Budh,2017,5,10.0
Aundh,2017,5,10.22
Khandala,2017,5,15.3
Yelegaon,2017,5,4.5
Yelegaon,2017,5,5.0
Undale,2017,5,7.4
Pal,2017,5,0.7
Bhairavnath Nagar,2017,5,5.0
Medha,2017,5,4.7
Tung,2017,5,5.2
Sangli,2017,5,2.11
Sangalwadi,2017,5,4.2
Karnal,2017,5,2.86
Inamdhamni,2017,5,5.1
Bedag,2017,5,9.85
Vibhutwadi,2017,5,16.2
Sukeli,2017,5,3.6
Pali,2017,5,2.1
Saigaon Govalwadi,2017,5,5.0
Shenvai,2017,5,4.85
Phugaon,2017,5,1.52
Nagothan,2017,5,0.88
Kharapati,2017,5,3.1
Dapoli,2017,5,1.02
Poladpur,2017,5,5.55
Veshwi,2017,5,7.15
Vadkhal,2017,5,2.6
Targhar,2017,5,1.28
Navade,2017,5,0.4
Chinchwad,2017,5,7.82
Ajivali,2017,5,3.82
Khutal,2017,5,5.05
Madegaon,2017,5,2.75
Kelte,2017,5,2.15
Temple,2017,5,3.45
Kumbharcha Kosta Bk,2017,5,5.32
Indapur,2017,5,2.04
Chandore,2017,5,5.47
Varandha,2017,5,3.72
Sochinde,2017,5,2.68
Lohare,2017,5,4.24
Kembulde,2017,5,6.9
Khalapur,2017,5,4.02
Kargaon,2017,5,6.03
Neral,2017,5,3.35
Hudhre Budruk (Karjat),2017,5,2.45
Poynad,2017,5,3.14
Nagaon,2017,5,2.67
Bilji (Umta),2017,5,4.26
Walha,2017,5,12.45
Pimpri (Kh) Malvasti,2017,5,6.35
Jejuri,2017,5,6.95
Pune,2017,5,3.2
Khadki,2017,5,5.5
Kolwan,2017,5,3.13
Bukum,2017,5,5.72
Lonawala,2017,5,1.97
Wagholi,2017,5,4.1
Chinchwad,2017,5,1.7
Undavri Kade Pathar,2017,5,7.12
Karanje,2017,5,4.7
Dorlewadi,2017,5,6.4
Dhumalwadi,2017,5,13.25
Mahalunge Padval,2017,5,4.7
Ausari Khurd,2017,5,12.2
Yeola,2017,5,10.9
Rajapur,2017,5,11.6
Purangaon-Jalgaon,2017,5,11.7
Angangaon,2017,5,3.15
Andarsul,2017,5,5.2
Surgana,2017,5,5.0
Borgaon,2017,5,8.25
Ambapur-Shivar,2017,5,3.6
Raslapur,2017,5,9.0
Pimplus,2017,5,10.3
Pimpalgaon Baswant,2017,5,8.0
Jalgaon,2017,5,10.4
Manmad,2017,5,1.25
Kokanwadi,2017,5,5.66
Umrane,2017,5,14.2
Ravalgaon,2017,5,9.2
Karanjagavan,2017,5,4.5
Jalgaon,2017,5,6.2
Dahiwal,2017,5,6.9
Dabhadi,2017,5,4.9
Chikhalohol,2017,5,8.7
Agang,2017,5,7.1
Sakara,2017,5,18.5
Kalwan,2017,5,19.3
Gosrane,2017,5,17.5
Deola,2017,5,9.8
Vani,2017,5,4.16
Chandwad,2017,5,10.5
Virgaon,2017,5,25.8
Satana,2017,5,18.1
Pimpalkothe,2017,5,17.2
Nampur,2017,5,11.1
Lakhmapur,2017,5,4.5
Jaikheda,2017,5,27.0
Patansaongi,2017,5,12.8
Ngpur City,2017,5,7.4
Nagpur City,2017,5,9.0
Nagpur City,2017,5,4.1
Nagpur,2017,5,12.5
Bokhara,2017,5,18.5
Koradi,2017,5,4.3
Tondakhairi,2017,5,15.0
Sillori,2017,5,10.5
Ramgiri,2017,5,10.5
Mohpa,2017,5,15.3
Lohgad,2017,5,5.0
Dhapewada,2017,5,12.1
Walandi,2017,5,18.1
Udgir,2017,5,2.57
Mogha,2017,5,3.9
Handerguli,2017,5,10.3
Deoni,2017,5,14.3
Renapur,2017,5,11.55
Pangaon,2017,5,7.31
Ujed,2017,5,10.7
Rapka,2017,5,8.07
Panderwadi,2017,5,4.75
Panchincholi,2017,5,6.6
Nilanga,2017,5,6.6
Kelgaon,2017,5,10.4
Kasar Sirsi,2017,5,10.7
Murud-Akola,2017,5,14.67
Murud,2017,5,8.07
Mahapur,2017,5,10.87
Latur,2017,5,11.34
Latur,2017,5,15.35
Borgaon Kale,2017,5,10.98
Samdarga,2017,5,5.47
Matola,2017,5,7.72
Lamjana Phata,2017,5,14.53
Killari,2017,5,17.71
Killari,2017,5,19.0
Budhoda,2017,5,10.47
Bhada,2017,5,8.46
Belkund,2017,5,15.27
Ausa,2017,5,6.42
Shirur Tajbandh,2017,5,30.0
Patoda,2017,5,5.59
Nalegaon,2017,5,9.8
Mahalangra,2017,5,15.0
Kingaon,2017,5,6.0
Chapoli,2017,5,14.1
Ashta,2017,5,21.5
Ahemadpur,2017,5,10.9
Kirve,2017,5,8.3
Waghijhira,2017,5,29.0
Sakli,2017,5,39.95
Kingaon,2017,5,20.17
Varkhedi,2017,5,9.2
Pachora,2017,5,5.1
Lasgaon,2017,5,13.14
Vichve,2017,5,12.0
Sirsala,2017,5,7.7
Muktai Nagar,2017,5,9.8
Vakdi,2017,5,4.0
Shendurni,2017,5,7.7
Neri,2017,5,10.5
Kekat Nimbhora,2017,5,11.5
Jamner,2017,5,12.16
Kusumbe,2017,5,11.1
Jalgaon,2017,5,7.7
Jalgaon,2017,5,7.13
Jalgaon,2017,5,5.8
Dharangaon,2017,5,4.8
Hated Budruk,2017,5,11.4
Dhanora,2017,5,26.4
Chopda,2017,5,13.23
Susari-Varangaon,2017,5,16.94
Jamthi,2017,5,6.0
Bodwad,2017,5,7.55
Amalner,2017,5,7.2
Tiroda,2017,5,12.0
Sejgaon,2017,5,6.0
Sarra,2017,5,3.0
Navegaon Ii (Khurd),2017,5,7.0
Sategaon-Sakaritola,2017,5,5.3
Salekasa,2017,5,7.4
Dongargaon,2017,5,13.0
Murdoli,2017,5,5.2
Goregaon,2017,5,6.2
Rajegaon,2017,5,7.1
Kudwa,2017,5,10.5
Khamari,2017,5,9.2
Datora,2017,5,13.5
Asoli,2017,5,7.0
Wadegaon,2017,5,3.0
Sondad,2017,5,7.0
Sindbiri,2017,5,7.0
Dongargaon,2017,5,14.0
Dongargaon,2017,5,12.9
Deori,2017,5,7.3
Sangadi,2017,5,11.5
Salebardi,2017,5,15.0
Navegaon,2017,5,8.0
Kohemara,2017,5,10.79
Karandli,2017,5,8.0
Dhabetekdi,2017,5,11.5
Dawwa,2017,5,10.8
Bondgaon,2017,5,12.0
Arjuni,2017,5,9.1
Kalimati,2017,5,7.0
Dahegaon,2017,5,4.4
Amgaon,2017,5,3.9
Methi,2017,5,12.25
Dhavda,2017,5,13.5
Chimthane,2017,5,9.35
Ichhapur,2017,5,7.9
Ner,2017,5,11.5
Ner,2017,5,9.1
Narwhal,2017,5,1.7
Nangaon,2017,5,3.96
Laling,2017,5,11.7
Dhule,2017,5,7.45
Avdhan,2017,5,8.45
Ajnale,2017,5,4.2
Tuljapur,2017,5,8.78
Savargaon,2017,5,9.91
Sarola,2017,5,7.54
Mouje Barul,2017,5,9.47
Itkal,2017,5,5.39
Gandora,2017,5,18.81
Andur,2017,5,8.71
Sonari,2017,5,9.41
Pimpalwandi,2017,5,7.11
Paranda,2017,5,14.0
Kukadgaon,2017,5,10.21
Anala,2017,5,10.0
Yedshi,2017,5,10.7
Vadgaon Siddheswar,2017,5,7.22
Ter,2017,5,8.21
Takiwiki,2017,5,11.11
Sancha,2017,5,7.02
Osmanabad,2017,5,11.31
Khanapur-Vita,2017,5,3.61
Karajkheda,2017,5,13.51
Dhorala,2017,5,18.78
Dhoki,2017,5,12.87
Turori,2017,5,7.4
Pethsangavi,2017,5,10.2
Makni,2017,5,9.71
Lohara Buzurg,2017,5,6.21
Babhalsur,2017,5,10.66
Yermala,2017,5,10.62
Massa (Khurd),2017,5,7.67
Kalamb,2017,5,8.37
Itkur,2017,5,20.0
Washi,2017,5,12.5
Wakwad,2017,5,13.0
Pathrud,2017,5,1.55
It,2017,5,12.41
Bhoom,2017,5,16.3
Waghalgaon,2017,5,11.7
Vaijapur,2017,5,12.5
Rotegaon,2017,5,11.75
Garaj,2017,5,13.4
Kannad,2017,5,18.0
Mehkar,2017,5,12.4
Dongaon,2017,5,34.0
Rohna,2017,5,20.1
Sakra,2017,5,13.0
Sakoli,2017,5,11.2
Pitjhari,2017,5,9.2
Murmadi,2017,5,9.2
Jamnapur,2017,5,17.0
Kawalewada,2017,5,9.0
Ajgaon,2017,5,19.2
Koka (Kokha),2017,5,18.0
Palandur,2017,5,10.5
Lakhandur,2017,5,5.2
Lakhandur,2017,5,3.5
Dhargaon,2017,5,11.79
Sirur,2017,5,15.0
Sautada,2017,5,2.0
Pithi,2017,5,7.5
Pimpalwandi,2017,5,3.8
Patoda,2017,5,5.9
Naygaon,2017,5,5.8
Manur,2017,5,24.3
Dongar Kini,2017,5,4.2
Daskhed,2017,5,4.8
Patrud,2017,5,12.5
Dindrur,2017,5,7.7
Wadwani,2017,5,6.9
Kumbhephal,2017,5,8.5
Umapur,2017,5,6.5
Tintarvani,2017,5,7.5
Nagjhera,2017,5,11.2
Kolegaon,2017,5,10.0
Kapildhar,2017,5,4.2
Georai,2017,5,6.5
Bhend Takli,2017,5,10.4
Pali,2017,5,2.5
Mauj,2017,5,9.95
Jirewadi,2017,5,11.3
Ghosapuri,2017,5,11.2
Waghluj,2017,5,13.0
Sheri Bu,2017,5,12.2
Kinhi,2017,5,10.5
Khadkhat,2017,5,8.4
Doithana,2017,5,7.9
Dhanora,2017,5,9.0
Talni,2017,5,12.9
Saigaon,2017,5,8.6
Parli,2017,5,9.75
Lokhandi Sawargaon,2017,5,8.5
Kanerwadi,2017,5,9.1
Dharmapuri,2017,5,3.3
Ambajogai,2017,5,4.6
Warha,2017,5,5.7
Tiwsa,2017,5,4.65
Mozari,2017,5,12.9
Kurha,2017,5,7.45
Shivni,2017,5,6.52
Nandgaon Khandeshwar,2017,5,8.3
Belora,2017,5,11.3
Lawada,2017,5,7.3
Kalamkhar,2017,5,2.9
Jutpani,2017,5,5.6
Harisal,2017,5,9.75
Dhulghat Road,2017,5,11.6
Bhokarbardi,2017,5,7.9
Yewada,2017,5,9.1
Samda Kasmpur,2017,5,4.9
Silona,2017,5,5.0
Kolkaz,2017,5,6.8
Jarida,2017,5,4.0
Hatru,2017,5,6.35
Chunkhedi,2017,5,2.2
Behali,2017,5,4.7
Arao,2017,5,5.9
Shendurjana Khurd,2017,5,7.3
Devgaon,2017,5,6.0
Chandur Railway,2017,5,4.85
Belteki,2017,5,7.0
Paratwada,2017,5,7.5
Ashti,2017,5,5.3
Sategaon,2017,5,32.9
Khirgavhan,2017,5,7.5
Anjangaon S,2017,5,22.6
Pohra,2017,5,3.35
Nandgaon,2017,5,11.8
Lontek,2017,5,10.9
Amravati,2017,5,9.2
Amravati,2017,5,3.8
Amravati,2017,5,3.1
Amravati,2017,5,8.3
Pathrot,2017,5,34.0
Takli-Bhan,2017,5,9.3
Shrirampur,2017,5,2.5
Khokar,2017,5,11.7
Babhuleshwar,2017,5,3.6
Vadegaon Madhe,2017,5,15.0
Shrigonda,2017,5,13.2
Ghogargaon,2017,5,4.2
Ghargaon,2017,5,5.7
Chikhale,2017,5,8.1
Belvandi (Bk),2017,5,19.2
Banpimpri,2017,5,8.7
Rakshi,2017,5,6.3
Ghotan,2017,5,5.7
Tambhol,2017,5,19.5
Kokangaon,2017,5,8.3
Chandanapuri,2017,5,19.2
Bote,2017,5,7.96
Ambikhalsa,2017,5,13.5
Rahuri,2017,5,12.0
Devlali,2017,5,5.5
Bambori,2017,5,3.6
Takli-Dhogeswar,2017,5,8.4
Supe,2017,5,9.0
Parner,2017,5,7.0
Wadala Bhairoba,2017,5,8.7
Shirasgaon,2017,5,10.5
Shani Shingnapur,2017,5,5.7
Nevasa,2017,5,19.7
Kokona,2017,5,10.6
Ghodegaon,2017,5,6.4
Bhanas Hivre,2017,5,10.1
Takle-Kazi,2017,5,13.1
Shahpur,2017,5,6.3
Khosepuri,2017,5,4.0
Khadki,2017,5,18.7
Jeur,2017,5,10.1
Dehre,2017,5,17.8
Dahigaon,2017,5,5.4
Chichondi Patil,2017,5,15.6
Chas,2017,5,25.5
Chas,2017,5,10.0
Shirdi,2017,5,17.68
Loni-Pravara Nagar,2017,5,1.8
Kopargaon,2017,5,15.2
Walvad,2017,5,11.0
Rassin,2017,5,15.0
Pategaon,2017,5,6.3
Mirajgaon,2017,5,7.3
Mirajgaon,2017,5,8.0
Kolwadi,2017,5,11.7
Bhitkewadi,2017,5,12.0
Wai,2017,5,4.2
Shenwadi,2017,5,8.32
Mhaswad,2017,5,14.4
Mardi,2017,5,8.23
Panchagani,2017,5,9.2
Mahabaleswar,2017,5,11.2
Peth,2017,5,8.5
Ashta,2017,5,8.2
Palashi,2017,5,16.0
Umbargaon,2017,5,12.0
Nimbgaon-Ketke,2017,5,13.54
Bhadalwadi,2017,5,7.79
Uruli Kanchan,2017,5,8.85
Kamshet,2017,5,1.88
Patas,2017,5,1.95
Khutbhav,2017,5,12.2
Vavi,2017,5,11.4
Sinnar,2017,5,8.9
Pathre Bk,2017,5,2.3
Nandur Shirgate,2017,5,8.7
Marhal Kh,2017,5,4.4
Malwadi,2017,5,10.5
Khopdi Bk,2017,5,5.1
Shinde,2017,5,7.3
Nashik,2017,5,4.3
Deolali,2017,5,4.6
Yawal,2017,5,28.6
Sangvi Bk,2017,5,32.3
Faizpur,2017,5,55.1
Vivra,2017,5,35.0
Raver,2017,5,17.2
Khiroda,2017,5,27.2
Balvadi,2017,5,14.4
Narvel,2017,5,26.5
Mendhoda,2017,5,17.0
Shengola,2017,5,10.3
Naseerabad,2017,5,11.57
Bhusawal (New),2017,5,11.0
Sendurjana,2017,5,9.8
Malkapur Pangra,2017,5,16.0
Malkapur Pangra,2017,5,9.0
Kingaon Raja,2017,5,5.1
Pimpalgaon Devi,2017,5,10.5
Motala,2017,5,8.4
Warwand,2017,5,9.2
Loni,2017,5,7.7
Laohala,2017,5,10.0
Janephal,2017,5,5.8
Deolgaon (Sakarsha),2017,5,12.0
Wadgaon Tejan,2017,5,40.0
Sultanpur,2017,5,7.3
Lonar,2017,5,7.8
Lokhanda,2017,5,7.91
Garadgaon,2017,5,8.0
Atali,2017,5,9.08
Ambe Takli,2017,5,6.2
Sindkhed Raja,2017,5,3.6
Mera Khurd,2017,5,7.3
Mera Khurd,2017,5,12.1
Deolgaon Raja,2017,5,5.6
Deolgaon Mahi,2017,5,5.6
Undri,2017,5,14.9
Kelwad,2017,5,6.6
Karwand,2017,5,5.0
Amdapur,2017,5,12.4
Umarkhed,2017,5,13.5
Temburkheda,2017,5,10.4
Jamgaon,2017,5,7.9
Dhanodi,2017,5,13.7
Mardi,2017,5,6.3
Yavali,2017,5,8.6
Saiwada,2017,5,9.77
Rithpur,2017,5,5.32
Pimpri,2017,5,5.34
Pala,2017,5,10.16
Moorshin,2017,5,3.05
Kolwihir,2017,5,7.0
Kher,2017,5,8.5
Khanapur-Vita,2017,5,5.6
Hiwarkheda,2017,5,12.5
Dapori,2017,5,15.9
Chicholi,2017,5,9.43
Ashtagaon,2017,5,6.25
Dharni,2017,5,12.1
Wadner Gangai,2017,5,6.09
Ramgaon,2017,5,21.7
Daryapur,2017,5,15.6
Khandukheda,2017,5,3.7
Dhamni,2017,5,12.7
Chikhaldara,2017,5,1.7
Manjarkhed Kasba,2017,5,10.05
Dhamangaon (Rly),2017,5,5.9
Wishroli,2017,5,9.2
Sirasgaon (Kasba),2017,5,7.32
Karajgaon,2017,5,25.1
Ghat Larki,2017,5,22.4
Dilalpur,2017,5,18.9
Chandur Bazar,2017,5,23.95
Bhatkuli,2017,5,5.4
Nimbhari,2017,5,4.6
Khirgavhan,2017,5,6.1
Walgaon,2017,5,5.55
Kharapi,2017,5,18.5
Thanegaon,2017,5,11.45
Sarwaadi,2017,5,8.22
Nagalwadi,2017,5,11.55
Junapani,2017,5,4.23
Thar,2017,5,8.8
Talegaon,2017,5,10.47
Sahur,2017,5,8.8
Dhadi,2017,5,10.77
Ashti,2017,5,6.82
Ashti,2017,5,3.28
Atit,2017,5,2.95
Mogarle,2017,5,7.62
Malharpeth,2017,5,12.32
Dahivadi,2017,5,5.7
Mayani,2017,5,12.0
Katar Khatav,2017,5,10.2
Shene,2017,5,14.5
Bambwade,2017,5,14.25
Wangi,2017,5,2.2
Belavade,2017,5,5.2
Atpadi,2017,5,6.2
Harsul,2017,5,0.3
Raigarh Nagar,2017,5,6.4
Matori,2017,5,15.3
Mukhane,2017,5,6.5
Khambale,2017,5,1.2
Sogras,2017,5,6.8
Uti,2017,5,5.54
Umrer,2017,5,8.0
Pipaldol,2017,5,5.8
Panchgaon,2017,5,8.3
Makardhokda,2017,5,32.0
Makardhokda,2017,5,8.6
Kharpada,2017,5,7.6
Ramtek,2017,5,7.2
Kuhi,2017,5,9.3
Nawegaon (Deshmukh),2017,5,11.6
Bhivapur,2017,5,12.0
Talwade Kd,2017,5,5.6
Parola,2017,5,3.0
Pasardi,2017,5,4.8
Pimpalkotha,2017,5,5.8
Pimpalkhede,2017,5,3.25
Kasoda,2017,5,3.7
Erandol,2017,5,6.24
Bodar,2017,5,4.15
Adgaon,2017,5,6.35
Bhadgaon,2017,5,8.5
Sindewahi,2017,5,3.0
Tarvadi,2017,5,2.3
Nandura,2017,5,14.2
Ubalkhed,2017,5,9.4
Rohankhed,2017,5,14.2
Motala,2017,5,6.5
Naygaon,2017,5,5.1
Malkapur,2017,5,17.4
Datala,2017,5,11.2
Pimpalgaon Raja,2017,5,13.9
Nandri,2017,5,13.7
Godhnapur,2017,5,11.0
Dongaar Sheoli,2017,5,12.01
Chikhli,2017,5,9.7
Sailani,2017,5,12.2
Padali,2017,5,9.5
Hatedi,2017,5,8.4
Dhad,2017,5,12.2
Masal,2017,5,14.3
Lakhani,2017,5,14.09
Pauni,2017,5,4.4
Nilaj,2017,5,15.9
Konda Kosara,2017,5,9.29
Adyal,2017,5,4.3
Madgi,2017,5,10.2
Pagora,2017,5,9.8
Kharbi,2017,5,12.6
Daodipar Khapa,2017,5,7.1
Bhandara,2017,5,11.0
Ambadi,2017,5,6.2
Warud,2017,5,9.45
Loni,2017,5,21.0
Karajgaon,2017,5,8.0
Gadegaon,2017,5,16.7
Chandas,2017,5,11.9
Benoda,2017,5,11.6
Benoda,2017,5,16.4
Amner,2017,5,13.5
Anjansingi,2017,5,6.8
Sawarkheda,2017,5,10.0
Anji,2017,5,8.52
Yelakeli,2017,5,11.2
Mandwa,2017,5,3.05
Jamni,2017,5,6.6
Wadhona,2017,5,12.95
Virul,2017,5,10.9
Rohna,2017,5,6.35
Pimpalkhuta,2017,5,6.58
Paragothan,2017,5,5.98
Mahakali,2017,5,7.8
Kharangana,2017,5,7.8
Arvi,2017,5,11.4
Shendri,2017,5,1.7
Limb Sheri,2017,5,14.3
Phaltan,2017,5,11.4
Phaltan,2017,5,4.1
Nimbore,2017,5,11.2
Mirgaon,2017,5,12.15
Lonand,2017,5,6.85
Shirwal,2017,5,11.25
Bhade,2017,5,12.5
Varade,2017,5,8.5
Yevali,2017,5,10.1
Panmalewadi,2017,5,3.07
Ped,2017,5,5.7
Wave,2017,5,9.07
Khopi,2017,5,7.41
Kashadi,2017,5,7.15
Kalvane,2017,5,2.0
Dasturi,2017,5,8.25
Valops Pudhwadi,2017,5,5.5
Shirgaon,2017,5,9.1
Pophali,2017,5,8.45
Chipalun,2017,5,3.8
Soyegaon,2017,5,12.3
Jangla Tanda,2017,5,7.3
Fardapur,2017,5,11.1
Kaigaon,2017,5,13.0
Golegaon Budruk,2017,5,8.0
Ajanta,2017,5,7.22
Aalandh,2017,5,10.7
Taherpur,2017,5,7.65
Paithan,2017,5,9.1
Pachud,2017,5,14.3
Dawarwadi,2017,5,14.8
Patri,2017,5,8.64
Chauka,2017,5,5.0
Shegaon,2017,5,6.8
Pahurjira,2017,5,6.2
Kolori,2017,5,11.9
Kalkheda,2017,5,24.0
Jalamb,2017,5,7.4
Warwat Bakhal,2017,5,18.4
Tunki,2017,5,20.69
Sonalanew,2017,5,25.19
Paturda,2017,5,10.0
Dighi,2017,5,25.0
Dhamangaon,2017,5,10.0
Waghul,2017,5,11.7
Sungaon,2017,5,19.2
Khandvi,2017,5,19.0
Jamod,2017,5,15.7
Jalgaonjamodnew,2017,5,20.0
Dongar Khandala,2017,5,12.0
Wyala,2017,5,11.9
Akola,2017,5,16.8
Wadad,2017,5,10.45
Tigaon,2017,5,6.42
Sawangi,2017,5,3.63
Sawangi,2017,5,4.9
Muradgaon (Balsare),2017,5,5.44
Dahigaon,2017,5,6.55
Dahegaon,2017,5,12.9
Hingni,2017,5,8.31
Sirpur,2017,5,11.51
Pulgaon,2017,5,4.9
Deoli,2017,5,8.12
Bhidi,2017,5,6.23
Tasgaon,2017,5,4.6
Khanapur-Vita,2017,5,8.59
Mandangarh,2017,5,9.7
Mahapral,2017,5,5.9
Kumble,2017,5,5.85
Visapur,2017,5,6.43
Tetavli (Kadamvadi),2017,5,11.0
Khed,2017,5,4.65
Awasi,2017,5,8.35
Vakarli,2017,5,6.15
Talsure,2017,5,2.7
Karanjani,2017,5,7.65
Jalgaon,2017,5,13.2
Dapoli,2017,5,10.45
Dabhol,2017,5,6.1
Gangawadi,2017,5,4.1
Vasali,2017,5,13.8
Sivani,2017,5,5.3
Sirpur Toli,2017,5,4.3
Tarsha,2017,5,11.0
Mouda,2017,5,7.5
Khat,2017,5,6.0
Chacher,2017,5,8.0
Khultabad,2017,5,21.3
Kinnal,2017,5,15.0
Devgaon,2017,5,10.7
Gangapur,2017,5,12.5
Dahegaon Bangla,2017,5,14.55
Shendra,2017,5,22.1
Panchakki,2017,5,13.9
Aurangabad City,2017,5,13.29
Aurangabad,2017,5,12.0
