village,year,month,depth_meters
Lohgad,2020,1,3.9
Metpanjara,2020,1,6.4
Mohpa,2020,1,8.2
Ramgiri,2020,1,4.7
Sillori,2020,1,9.6
Tondakhairi,2020,1,15.4
Wardhamna,2020,1,1.2
Wasboli,2020,1,1.3
Ghumthala,2020,1,5.1
Kamptee,2020,1,5.0
Koradi,2020,1,3.1
Chargaon (Punarwasi),2020,1,4.3
Katol,2020,1,2.5
Nandora,2020,1,7.5
Paradsinga,2020,1,23.9
Ridhora,2020,1,6.6
Ringnabodi,2020,1,5.8
Sonoli,2020,1,5.3
Kuhi,2020,1,7.3
Mangli,2020,1,8.6
Chacher,2020,1,4.2
Khat,2020,1,1.4
Mouda,2020,1,8.2
Tarsha,2020,1,4.0
Borkhedi,2020,1,4.4
Fetri,2020,1,1.7
Gonkhedi,2020,1,3.9
Nagpur City,2020,1,9.5
Nagpur City,2020,1,3.3
Nagpur City,2020,1,0.3
Nagpur City,2020,1,5.0
Nagpur City,2020,1,1.8
Nagpur City,2020,1,5.6
Ngpur City,2020,1,4.2
Rui,2020,1,8.5
Jamgaon Bk,2020,1,2.2
Lohara,2020,1,1.9
Malapur,2020,1,11.0
Mohad,2020,1,10.6
Narkhed,2020,1,8.1
Narkhed,2020,1,5.4
Rohna,2020,1,7.9
Rohna,2020,1,5.1
Sawargaon,2020,1,6.4
Gahuhivra,2020,1,5.1
Nagalwadi,2020,1,8.8
Nayakund,2020,1,14.0
Parseoni,2020,1,5.1
Ramtek,2020,1,4.4
Wagholi,2020,1,6.7
Chorbaoli,2020,1,5.0
Deolapar,2020,1,6.9
Kharpada,2020,1,4.0
Manegaon Tek,2020,1,6.2
Pallora,2020,1,10.1
Sirpur Toli,2020,1,3.9
Sivani,2020,1,0.9
Bhasali Takli,2020,1,12.6
Kelod,2020,1,8.0
Khubala,2020,1,3.8
Kothulna,2020,1,3.2
Patansaongi,2020,1,9.5
Pipla Wadi,2020,1,4.5
Saoner,2020,1,6.9
Bela,2020,1,4.0
Makardhokda,2020,1,4.2
Makardhokda,2020,1,4.6
Panchgaon,2020,1,4.5
Pipaldol,2020,1,2.7
Singori,2020,1,7.4
Umrer,2020,1,0.5
Uti,2020,1,1.9
Bhokar,2020,1,4.4
Nagapur,2020,1,4.2
Narwat,2020,1,2.8
Shelgaon,2020,1,7.3
Wadegaon,2020,1,4.9
Biloli,2020,1,7.2
Kuncheli,2020,1,1.9
Naigaon,2020,1,6.6
Narsi,2020,1,7.4
Panchpipli,2020,1,10.8
Tarani,2020,1,6.3
Atkali,2020,1,22.7
Atkali,2020,1,6.2
Karadkher,2020,1,2.1
Umri-Gortha,2020,1,2.3
Dhawari Buzurg,2020,1,4.5
Dorli,2020,1,3.4
Gadga,2020,1,3.2
Hadgaon,2020,1,7.7
Himayat Nagar,2020,1,2.4
Manwari,2020,1,2.9
Mathala,2020,1,5.2
Tamsa,2020,1,8.9
Wanwadi,2020,1,3.9
Waranga,2020,1,4.4
Ambe Sangwi,2020,1,2.6
Barul,2020,1,2.9
Janapuri,2020,1,4.0
Kandar,2020,1,2.9
Malegaon (I),2020,1,2.3
Anjankhed,2020,1,4.9
Bodhad,2020,1,9.3
Chikhli Chota,2020,1,8.0
Gokunda (Kinwat),2020,1,2.5
Islapur,2020,1,2.3
Jhalakwadi,2020,1,4.3
Kamtala,2020,1,5.9
Lakmapur,2020,1,2.1
Unkeshwar,2020,1,6.7
Balegaon,2020,1,2.3
Jamb Buzurg,2020,1,5.2
Kolambi,2020,1,6.7
Mukher,2020,1,4.8
Mukrambad (Kharka),2020,1,3.9
Pala,2020,1,8.0
Ramwadi Shivar,2020,1,1.5
Somthana,2020,1,3.7
Ardhapur,2020,1,12.0
Barad,2020,1,5.7
Dhanegaon,2020,1,3.0
Dharmabad,2020,1,4.4
Hambegaon,2020,1,4.4
Kapsi Gumta,2020,1,1.1
Lahan,2020,1,5.2
Malegaon (Ii),2020,1,0.9
Mudkhed,2020,1,5.0
Nanded,2020,1,4.5
Pada Tharoda,2020,1,7.1
Police Wadi,2020,1,2.2
Sikarghat (Amdura),2020,1,6.1
Dhadgaon,2020,1,4.5
Kakarda,2020,1,7.0
Khuntamodi,2020,1,3.3
Survani,2020,1,8.5
Akkalkuva,2020,1,8.7
Bajri Pati,2020,1,4.5
Kathi,2020,1,4.1
Khapar,2020,1,6.2
Ashti,2020,1,7.0
Dekhwad,2020,1,6.5
Ghuli,2020,1,3.2
Loy,2020,1,5.0
Nandurbar,2020,1,6.3
Ranala,2020,1,8.6
Sundarde,2020,1,5.8
Bhadavad,2020,1,9.3
Bhardu,2020,1,3.2
Navapur,2020,1,7.7
Shravani,2020,1,5.7
Vadkolambi,2020,1,10.5
Kahatool,2020,1,7.6
Rampur,2020,1,4.6
Shahada,2020,1,6.6
Wadali Shivar,2020,1,15.2
Rojhave,2020,1,24.0
Talodatwo,2020,1,11.5
Jaikheda,2020,1,13.0
Nampur,2020,1,11.0
Nampur,2020,1,11.0
Pimpalkothe,2020,1,10.5
Satana,2020,1,14.0
Toharabad,2020,1,16.0
Toharabad,2020,1,1.9
Virgaon,2020,1,15.8
Chandwad,2020,1,8.1
Dhotarkheda,2020,1,13.2
Sogras,2020,1,4.1
Chachadgaon,2020,1,6.5
Dindori,2020,1,7.6
Nalegaon,2020,1,4.9
Talegaon,2020,1,3.1
Umrate Bk,2020,1,15.4
Vani,2020,1,8.1
Dahalewadi,2020,1,3.5
Khambale,2020,1,2.6
Mukhane,2020,1,4.8
Vasali,2020,1,8.9
Dalwat,2020,1,11.4
Deola,2020,1,8.5
Gosrane,2020,1,12.0
Kalwan,2020,1,16.3
Sakara,2020,1,20.5
Agang,2020,1,3.4
Chikhalohol,2020,1,10.7
Dabhadi,2020,1,4.5
Dahiwal,2020,1,9.2
Jalgaon,2020,1,6.5
Jhodga,2020,1,2.8
Karanjagavan,2020,1,2.8
Ravalgaon,2020,1,3.2
Savargaon,2020,1,3.4
Umrane,2020,1,11.4
Kokanwadi,2020,1,8.9
Manmad,2020,1,4.6
Nandgaon,2020,1,5.1
Adgaon,2020,1,7.8
Deolali,2020,1,4.5
Dhundegaon,2020,1,1.9
Gangawadi,2020,1,8.7
Kona,2020,1,6.0
Matori,2020,1,11.3
Mhasrul,2020,1,5.3
Nashik,2020,1,3.1
Nashik,2020,1,7.1
Raigarh Nagar,2020,1,2.5
Saraste,2020,1,4.3
Shinde,2020,1,3.7
Trimbakeswar,2020,1,1.4
Wadholi,2020,1,8.5
Jalgaon,2020,1,7.5
Pimpalgaon Baswant,2020,1,6.4
Raslapur,2020,1,3.2
Vinchur,2020,1,2.2
Aad,2020,1,4.1
Ambapur-Shivar,2020,1,6.5
Harsul,2020,1,1.5
Karanjali,2020,1,4.7
Pate,2020,1,2.9
Peth,2020,1,1.0
Bargaon Pimpri,2020,1,6.5
Khopdi Bk,2020,1,4.0
Malwadi,2020,1,6.4
Marhal Kh,2020,1,1.3
Nandur Shirgate,2020,1,9.9
Pathre Bk,2020,1,2.0
Sinnar,2020,1,7.5
Vavi,2020,1,8.5
Wadgaon Pimpala,2020,1,4.5
Borgaon,2020,1,6.2
Ghagbari,2020,1,8.5
Surgana,2020,1,6.4
Andarsul,2020,1,2.8
Angangaon,2020,1,2.4
Purangaon-Jalgaon,2020,1,4.3
Rajapur,2020,1,6.5
Yeola,2020,1,12.8
Aashagadh,2020,1,3.5
Dahanu,2020,1,4.7
Dapchari Takarpada,2020,1,6.1
Gunjad,2020,1,1.8
Kasa,2020,1,5.8
Saiwan,2020,1,3.2
Balkhapara,2020,1,1.6
Bharsatmet,2020,1,2.2
Bhoipada (Kasaba),2020,1,5.5
Karahe,2020,1,2.7
Sarsun,2020,1,2.6
Vikramgadh,2020,1,2.7
Khodala,2020,1,2.5
Mokhada,2020,1,3.1
Belgaon,2020,1,3.8
Devbandh,2020,1,2.5
Devkop,2020,1,3.6
Dhekale,2020,1,1.5
Kelva Beach,2020,1,2.7
Manor,2020,1,4.9
Pulachiwadi,2020,1,1.1
Somata,2020,1,6.1
Ambesari,2020,1,2.3
Kajli,2020,1,1.9
Udhwa,2020,1,3.2
Agashi,2020,1,3.1
Bramhanwadi,2020,1,2.0
Giraj,2020,1,2.2
Khanivade,2020,1,1.5
Parol,2020,1,1.8
Vasai,2020,1,1.3
Dhawarpada,2020,1,4.1
Gothanpada,2020,1,3.2
Jogamargepada,2020,1,4.6
Rinzadpada (Kanchad),2020,1,3.1
Anjanawadi,2020,1,3.8
Gangakhed,2020,1,7.2
Isath,2020,1,5.6
Kerwadi,2020,1,4.3
Rani Sawargaon,2020,1,4.8
Ambae Wadi,2020,1,6.8
Charthana,2020,1,5.9
Dhar,2020,1,4.6
Gojegaon,2020,1,2.8
Jintur,2020,1,5.3
Mankeswar,2020,1,6.3
Panchegaon,2020,1,8.1
Avalgaon,2020,1,4.8
Bangri,2020,1,6.0
Bori,2020,1,6.6
Daithana,2020,1,12.2
Dharmapur,2020,1,7.2
Jhari,2020,1,11.3
Karigaon,2020,1,6.9
Kotamwadi,2020,1,7.1
Parbhani,2020,1,8.0
Parbhani,2020,1,7.0
Pedgaon,2020,1,3.1
Singanapur,2020,1,4.5
Todkalas,2020,1,1.1
Chikhalthana,2020,1,10.5
Devgaon,2020,1,6.3
Hadgaon,2020,1,6.3
Kola,2020,1,29.6
Loni,2020,1,6.0
Manwat,2020,1,3.5
Moregaon,2020,1,10.7
Pathri,2020,1,5.6
Selu,2020,1,4.1
Tarborgaon,2020,1,6.5
Wadi Patta,2020,1,3.5
Walur,2020,1,8.5
Ausari Khurd,2020,1,5.8
Kalamb,2020,1,3.5
Loni (Ambegaon),2020,1,1.3
Mahalunge Padval,2020,1,4.1
Pabal New,2020,1,1.5
Baramati,2020,1,4.7
Dhumalwadi,2020,1,5.0
Dorlewadi,2020,1,4.2
Karanje,2020,1,2.2
Undavri Kade Pathar,2020,1,2.3
Kasurdi,2020,1,6.3
Khutbhav,2020,1,9.4
Patas,2020,1,1.5
Kamshet,2020,1,0.2
Kharabwadi,2020,1,2.8
Parne,2020,1,4.0
Shikrapur,2020,1,4.4
Shivpur Khed,2020,1,2.8
Uruli Kanchan,2020,1,7.6
Wagholi,2020,1,1.0
Bhadalwadi,2020,1,3.8
Nimbgaon-Ketke,2020,1,8.4
Ale,2020,1,7.2
Ane,2020,1,1.4
Belhe,2020,1,8.9
Junnar,2020,1,6.9
Kamunde,2020,1,10.9
Narayangaon,2020,1,7.3
Otur,2020,1,12.1
Rajgurnagar (Khed),2020,1,2.4
Lonawala,2020,1,1.4
Bukum,2020,1,1.1
Kolwan,2020,1,2.0
Mulshi,2020,1,0.0
Khadki,2020,1,2.7
Pune,2020,1,5.3
Jejuri,2020,1,0.6
Narayanpur,2020,1,1.3
Pangre Sailar Basti,2020,1,4.6
Pimpri (Kh) Malvasti,2020,1,4.0
Sakurde,2020,1,2.2
Walha,2020,1,5.7
Zendewadi,2020,1,4.4
Nhavare,2020,1,4.1
Shirur,2020,1,9.9
Kolawade,2020,1,2.1
Wehle,2020,1,0.5
Alibag,2020,1,2.0
Bilji (Umta),2020,1,2.4
Kude,2020,1,4.5
Nagaon,2020,1,1.5
Poynad,2020,1,2.7
Vadva Bk,2020,1,3.2
Valvade Shababaj,2020,1,4.0
Chinchawali,2020,1,1.8
Hudhre Budruk (Karjat),2020,1,1.1
Kargaon,2020,1,1.6
Khalapur,2020,1,3.5
Kembulde,2020,1,2.6
Sochinde,2020,1,2.3
Varandha,2020,1,4.3
Chandore,2020,1,4.5
Indapur,2020,1,2.6
Kumbharcha Kosta Bk,2020,1,1.5
Temple,2020,1,0.4
Kelte,2020,1,1.8
Madegaon,2020,1,1.5
Khutal,2020,1,2.1
Murud,2020,1,1.6
Usroli,2020,1,3.3
Ajivali,2020,1,2.1
Chinchpara,2020,1,1.4
Chinchwad,2020,1,1.4
Navade,2020,1,2.0
Targhar,2020,1,4.2
Jite,2020,1,0.6
Vadkhal,2020,1,0.4
Veshwi,2020,1,4.4
Poladpur,2020,1,4.6
Dapoli,2020,1,1.0
Kharapati,2020,1,2.4
Khari,2020,1,1.1
Nagothan,2020,1,0.4
Phugaon,2020,1,1.4
Shenvai,2020,1,3.1
Saigaon Govalwadi,2020,1,2.0
Shriwardhan,2020,1,2.0
Pali,2020,1,1.0
Sukeli,2020,1,1.4
Uran,2020,1,0.3
Agave,2020,1,2.5
Chipalun,2020,1,2.1
Dugvay,2020,1,3.1
Manki,2020,1,1.5
Pachad,2020,1,1.4
Pophali,2020,1,6.5
Shirgaon,2020,1,8.4
Unroli,2020,1,4.6
Valops Pudhwadi,2020,1,2.6
Dapoli,2020,1,11.2
Jalgaon,2020,1,10.4
Karanjani,2020,1,6.1
Talsure,2020,1,1.5
Vakarli,2020,1,2.2
Abloli,2020,1,5.2
Devghar,2020,1,5.1
Guhagar,2020,1,1.9
Kotluk,2020,1,5.8
Pimper,2020,1,6.9
Shringartale,2020,1,6.3
Awasi,2020,1,4.3
Dasturi,2020,1,2.3
Dhamnand,2020,1,4.4
Dhamni,2020,1,2.5
Kalvane,2020,1,3.7
Kashadi,2020,1,4.8
Khed,2020,1,3.7
Oni,2020,1,9.5
Tetavli (Kadamvadi),2020,1,7.7
Visapur,2020,1,3.9
Gawane,2020,1,6.4
Morewadi(Agave),2020,1,14.3
Kumble,2020,1,3.7
Mahapral,2020,1,3.3
Mandangarh,2020,1,8.1
Dattawadi,2020,1,13.5
Dhartale,2020,1,7.4
Hatiwale,2020,1,9.5
Jaitapur,2020,1,3.3
Kasheli,2020,1,3.8
Raipatan,2020,1,6.3
Rajapur,2020,1,13.6
Solgaon,2020,1,2.4
Chape Kathawadi,2020,1,5.6
Ganapati Pule,2020,1,16.7
Jaigarh,2020,1,19.3
Jakadevi,2020,1,13.1
Khandala Satwade,2020,1,2.3
Khandala Satwade,2020,1,7.8
Lanjuka Sada,2020,1,12.9
Pali,2020,1,11.6
Pawas,2020,1,3.2
Pomendi (Kh),2020,1,4.9
Pomendi (Kh),2020,1,15.6
Ratnagiri,2020,1,2.3
Varewadi,2020,1,4.3
Ambed Budruk,2020,1,3.1
Dabhola,2020,1,8.2
Devrukh,2020,1,5.1
Karanjari,2020,1,16.5
Sakarpa,2020,1,8.5
Atpadi,2020,1,3.2
Kargani,2020,1,2.7
Umbargaon,2020,1,1.5
Vibhutwadi,2020,1,3.2
Bilur,2020,1,10.5
Jathh,2020,1,10.5
Kumbhari,2020,1,5.1
Valsang,2020,1,6.1
Alkud,2020,1,5.1
Kawathemahankal,2020,1,4.5
Kuchi,2020,1,5.2
Nimaj,2020,1,2.8
Sarati,2020,1,2.5
Belavade,2020,1,4.9
Ghanwad,2020,1,5.2
Kadepur,2020,1,4.4
Khanapur-Vita,2020,1,4.8
Palashi,2020,1,3.0
Wangi,2020,1,2.2
Arag,2020,1,1.1
Bedag,2020,1,6.6
Bhose,2020,1,3.4
Inamdhamni,2020,1,1.4
Karnal,2020,1,2.4
Miraj,2020,1,3.9
Sangalwadi,2020,1,7.1
Tung,2020,1,6.3
Shirala,2020,1,1.7
Bambwade,2020,1,4.8
Kirloskarwadi,2020,1,4.8
Panmalewadi,2020,1,5.0
Sagareshwar,2020,1,3.7
Takari,2020,1,4.2
Tasgaon,2020,1,3.4
Visapur,2020,1,1.8
Yevali,2020,1,3.4
Ashta,2020,1,2.8
Borgaon,2020,1,3.3
Peth,2020,1,4.2
Shene,2020,1,7.3
Medha,2020,1,1.1
Bhairavnath Nagar,2020,1,4.1
Malkapur,2020,1,5.7
Pal,2020,1,4.9
Undale,2020,1,3.7
Varade,2020,1,5.0
Yelegaon,2020,1,2.2
Bhade,2020,1,5.0
Aundh,2020,1,7.5
Budh,2020,1,4.2
Katar Khatav,2020,1,4.6
Manjarvadi (Mol),2020,1,2.4
Mayani,2020,1,6.6
Pingli,2020,1,4.0
Vikhle,2020,1,2.6
Arvi,2020,1,8.2
Koregaon,2020,1,3.1
Pimpode (Bk),2020,1,0.9
Rehmatpur,2020,1,5.0
Wathar (Station),2020,1,7.5
Panchagani,2020,1,7.8
Dahivadi,2020,1,2.4
Mardi,2020,1,1.5
Shenwadi,2020,1,2.9
Wavarhire,2020,1,5.5
Dhebevadi,2020,1,4.6
Malharpeth,2020,1,10.1
Manainagar,2020,1,2.5
Morgir (Shivpurpeth),2020,1,1.6
Mutlavadi,2020,1,2.1
Velkhandwadi (Tarli),2020,1,4.9
Javali,2020,1,3.7
Lonand,2020,1,3.4
Mirgaon,2020,1,2.3
Mogarle,2020,1,3.5
Nimblak,2020,1,2.6
Nimblak,2020,1,3.3
Nimbore,2020,1,4.2
Phaltan,2020,1,2.7
Phaltan,2020,1,7.5
Tathvade,2020,1,5.3
Varad,2020,1,8.2
Atit,2020,1,2.3
Chinchner,2020,1,1.7
Chinchni Kanheri,2020,1,5.5
Kondve,2020,1,6.5
Limb Sheri,2020,1,8.6
Satara,2020,1,2.9
Shendri,2020,1,1.7
Vaduth,2020,1,5.5
Surur,2020,1,6.3
Wai,2020,1,2.7
Deogarh,2020,1,10.2
Narange,2020,1,7.4
Shirgaon (Shirgar),2020,1,2.4
Tale Bazar,2020,1,10.8
Vagothan,2020,1,16.1
Velgive,2020,1,6.9
Vijayadurga,2020,1,7.1
Wada,2020,1,4.9
Wareri,2020,1,15.2
Wareri,2020,1,17.4
Kanedi Bazar,2020,1,5.1
Kankavalli,2020,1,3.3
Koloce,2020,1,4.7
Nandgaon,2020,1,9.3
Phonda,2020,1,6.5
Terela,2020,1,8.7
Ambrad (Parabwadi),2020,1,4.1
Chendwan,2020,1,1.6
Dewoolwada,2020,1,3.6
Kudal,2020,1,5.6
Mangaon Bazar,2020,1,2.8
Sindhudurg Nagri Oros,2020,1,6.1
Vados,2020,1,2.1
Varavoda,2020,1,11.2
Zarap,2020,1,3.3
Achra,2020,1,14.6
Chouke,2020,1,5.9
Hadi (Gaonkarwadi),2020,1,9.3
Kunkaule,2020,1,6.3
Malvan,2020,1,8.1
Palsamb,2020,1,6.8
Ramgarh,2020,1,3.8
Sawarwad,2020,1,1.9
Achare,2020,1,2.6
Adali (Devalva-Islampurdi),2020,1,7.9
Amboli,2020,1,2.9
Danoli,2020,1,2.0
Dodamarga,2020,1,1.9
Insuli,2020,1,4.9
Motkol,2020,1,3.2
Nirwad,2020,1,4.7
Sasole,2020,1,7.8
Sawanthwadi,2020,1,1.2
Sherlai,2020,1,6.2
Achirne,2020,1,3.8
Adeli (Bomderwadi),2020,1,3.2
Arwali,2020,1,2.0
Math,2020,1,5.2
Matond (Ghodemukh),2020,1,2.5
Vengurla,2020,1,6.1
Akkalkot,2020,1,2.9
Nagansur,2020,1,8.1
Barshi Town,2020,1,5.6
Chikarde,2020,1,9.3
Dhanore,2020,1,3.7
Malegaon,2020,1,1.3
Manegaon,2020,1,11.7
Nari,2020,1,8.8
Pangri,2020,1,2.9
Shelgaon,2020,1,9.3
Jeur,2020,1,2.3
Kandar,2020,1,1.0
Karmala,2020,1,5.3
Varkute,2020,1,6.7
Bitergaon Haveli,2020,1,4.1
Madha,2020,1,8.2
Parite,2020,1,5.5
Tembhurni,2020,1,8.3
Dharmapuri,2020,1,5.1
Malsiras,2020,1,3.5
Natepute,2020,1,4.1
Piliv,2020,1,4.8
Salmukh,2020,1,1.2
Velapur,2020,1,3.3
Bhose,2020,1,4.4
Brahmapuri,2020,1,3.5
Eklaspur,2020,1,5.6
Mangalvedha,2020,1,4.5
Marwade,2020,1,5.9
Pout,2020,1,3.5
Angar,2020,1,10.7
Hivre,2020,1,3.8
Ichgaon,2020,1,6.2
Kurul,2020,1,7.8
Mohol,2020,1,11.3
Sawleshwar,2020,1,4.0
Shetphal,2020,1,18.4
Sohole,2020,1,2.2
Ajoti,2020,1,5.4
Bhandi-Shegaon,2020,1,6.3
Karkamb,2020,1,9.7
Narayan Chincholi,2020,1,1.2
Pandharpur,2020,1,5.4
Ranzani,2020,1,1.8
Rople,2020,1,5.3
Junoni,2020,1,3.9
Mahud (Bk),2020,1,6.0
Manjri,2020,1,11.0
Nagaj,2020,1,8.5
Sangola,2020,1,5.7
Shivni,2020,1,1.6
Wadhegaon,2020,1,5.3
Kegaon,2020,1,1.2
Nannaj,2020,1,5.3
Solapur City,2020,1,5.3
Soregaon,2020,1,3.9
Chincholi,2020,1,5.2
Nandni,2020,1,3.4
Ule,2020,1,8.2
Amangaon,2020,1,4.4
Ambadi,2020,1,2.8
Angaon,2020,1,2.5
Padghe,2020,1,0.7
Vajreshwari,2020,1,2.2
Hetutane,2020,1,1.3
Kolimb,2020,1,1.7
Pimpleshwar,2020,1,4.2
Murbad,2020,1,1.3
Pashon,2020,1,2.8
Pendharichapada,2020,1,5.2
Shiroshi,2020,1,2.4
Tokavade (Tokoda),2020,1,1.9
Cherfully,2020,1,3.6
Khardi,2020,1,1.5
Nishanpada,2020,1,1.6
Sathgaon,2020,1,1.8
Talempada (Bihigaon),2020,1,3.4
Bindarpada,2020,1,5.5
Dahisar,2020,1,6.0
Yeur,2020,1,1.2
Katolwadi (Mulgaon),2020,1,2.1
Navali,2020,1,1.3
Arvi,2020,1,7.7
Kharangana,2020,1,4.9
Mahakali,2020,1,2.0
Paragothan,2020,1,4.4
Pimpalkhuta,2020,1,4.0
Rasulabad,2020,1,8.9
Rohna,2020,1,3.7
Virul,2020,1,7.0
Wadhona,2020,1,7.5
Ashti,2020,1,1.7
Ashti,2020,1,4.7
Dhadi,2020,1,7.0
Sahur,2020,1,5.2
Talegaon,2020,1,7.3
Thar,2020,1,5.9
Adgaon,2020,1,8.2
Bhidi,2020,1,2.5
Deoli,2020,1,13.5
Giroli,2020,1,4.5
Pulgaon,2020,1,3.3
Sarul,2020,1,7.0
Vijaygopal,2020,1,7.8
Ajansara,2020,1,3.5
Alipur,2020,1,4.8
Daroda,2020,1,3.5
Hinganghat,2020,1,1.2
Kangaon,2020,1,3.5
Kapsi,2020,1,8.6
Madni (New),2020,1,5.5
Nandgaon Borgaon,2020,1,4.8
Pipri,2020,1,4.8
Sirasgaon,2020,1,4.9
Junapani,2020,1,2.8
Junapani,2020,1,6.4
Nagalwadi,2020,1,7.4
Panjragondi,2020,1,5.2
Sarwaadi,2020,1,2.7
Thanegaon,2020,1,6.6
Ajda,2020,1,3.1
Dhondgaon,2020,1,6.5
Girad,2020,1,2.8
Khandali,2020,1,3.8
Nandori,2020,1,4.7
Sakhra,2020,1,7.4
Samudrapur,2020,1,3.8
Wasi,2020,1,2.1
Hingni,2020,1,6.1
Jamni,2020,1,6.2
Jhadshi,2020,1,5.0
Keljhar,2020,1,7.8
Mandwa,2020,1,2.0
Selu,2020,1,8.8
Sindi Rly,2020,1,8.1
Sukli,2020,1,1.2
Yelakeli,2020,1,8.8
Anji,2020,1,7.2
Dahegaon,2020,1,6.9
Dahigaon,2020,1,4.1
Karanji Kaji,2020,1,4.8
Muradgaon (Balsare),2020,1,2.7
Sawangi,2020,1,4.4
Sawangi,2020,1,2.2
Sewagram,2020,1,6.2
Sonegaon,2020,1,8.0
Tigaon,2020,1,3.2
Wadad,2020,1,7.5
Wardha,2020,1,1.7
Dhanaj Khurd,2020,1,5.1
Kamargaon,2020,1,3.4
Karanja,2020,1,3.9
Karanja,2020,1,8.4
Nagalwadi,2020,1,7.2
Parwa Kohar,2020,1,3.5
Punad Budruk,2020,1,7.0
Shaha,2020,1,8.8
Sheluwada,2020,1,5.5
Vilegaon (Kherda),2020,1,4.0
Yevta Bandi,2020,1,10.0
Jamkheda,2020,1,1.3
Jaulka Rly,2020,1,2.4
Kinhi Raja,2020,1,5.2
Malegaon,2020,1,6.4
Malegaon,2020,1,4.4
Medshi,2020,1,4.1
Nagartas,2020,1,1.9
Ridhora,2020,1,2.7
Shirpur,2020,1,8.4
Tharpimpri,2020,1,4.0
Aasegaon,2020,1,2.3
Dhanora,2020,1,7.3
Mangrulpir,2020,1,7.5
Sakhar Doha,2020,1,11.8
Sangaon,2020,1,4.5
Shelu Bazar,2020,1,6.5
Wada,2020,1,12.0
Dapura,2020,1,6.2
Dhamni Manora,2020,1,6.3
Enzori,2020,1,5.0
Giroli,2020,1,4.3
Kupta,2020,1,2.0
Sendurjan Adhao,2020,1,6.3
Chikli,2020,1,5.7
Dapuri,2020,1,7.2
Kenwad,2020,1,2.9
Loni,2020,1,2.8
Risod,2020,1,3.9
Rithad,2020,1,2.1
Wakad,2020,1,7.4
Bitoda (Bhoyar),2020,1,6.2
Deothana,2020,1,4.2
Kalamba Mahal,2020,1,4.7
Kondala Jhambre,2020,1,6.3
Sawargaon Barde,2020,1,3.6
Tondgaon,2020,1,5.1
Washim,2020,1,3.8
Babhulgaon,2020,1,6.6
Dighi,2020,1,6.0
Naygaon,2020,1,7.8
Pahur,2020,1,2.6
Pahur,2020,1,2.4
Sarul,2020,1,7.4
Savar,2020,1,3.3
Sindhi,2020,1,2.6
Sindhi,2020,1,2.6
Bori (Arab),2020,1,10.5
Darwha,2020,1,4.2
Darwha,2020,1,4.2
Sangwi,2020,1,8.1
Selodi,2020,1,6.5
Arni,2020,1,7.1
Digras,2020,1,6.0
Lonbhel,2020,1,4.2
Mahagaon,2020,1,5.1
Singad,2020,1,5.9
Vai (Lingi),2020,1,4.5
Dahegaon,2020,1,3.4
Ghatanji,2020,1,7.6
Ghatanji,2020,1,12.0
Injhala,2020,1,11.4
Kurli,2020,1,5.0
Mowada,2020,1,9.2
Pandhurna,2020,1,3.3
Parwa,2020,1,2.2
Sawli Sadoba,2020,1,5.1
Siroli,2020,1,12.0
Talni,2020,1,3.6
Aamli,2020,1,5.8
Chaparda,2020,1,3.9
Jodmoha,2020,1,7.1
Kalamb,2020,1,9.2
Kotha,2020,1,2.7
Metikheda,2020,1,4.3
Karanji,2020,1,5.9
Karanji,2020,1,7.8
Khatara,2020,1,5.9
Mohada,2020,1,2.8
Mukutban,2020,1,6.0
Pahapal,2020,1,5.6
Pandharkawada,2020,1,1.5
Pandharkawada,2020,1,5.0
Patan,2020,1,5.8
Rampur,2020,1,6.3
Satpali,2020,1,7.6
Saykheda,2020,1,6.8
Shibla,2020,1,2.3
Dhanoda,2020,1,10.3
Khadka,2020,1,5.1
Mahagaon,2020,1,10.5
Buranda,2020,1,2.1
Jamni,2020,1,3.3
Mardi,2020,1,4.4
Maregaon,2020,1,10.0
Dhanaj (Manekwada),2020,1,2.4
Dhanaj (Manekwada),2020,1,3.3
Jamwadi,2020,1,1.6
Ladkhed,2020,1,8.7
Mandeo,2020,1,2.2
Mohgaon Kasba,2020,1,4.2
Mojhar,2020,1,1.3
Mojhar,2020,1,6.2
Ner,2020,1,2.2
Ner,2020,1,6.9
Umarda (Nursary),2020,1,3.8
Ghatwadi,2020,1,4.6
Harsi,2020,1,0.8
Marwadi Khurd,2020,1,1.5
Pusad,2020,1,2.9
Pimpri Durg,2020,1,1.4
Ralegaon,2020,1,6.0
Wadhona,2020,1,4.0
Wadki,2020,1,11.8
Zadgaon,2020,1,3.6
Palsa,2020,1,14.5
Phulsawangi,2020,1,9.2
Umarkhed,2020,1,4.1
Bhadewada,2020,1,1.8
Punwat,2020,1,3.2
Wani,2020,1,10.2
Akolabazar,2020,1,4.0
Akolabazar,2020,1,6.4
Bhari,2020,1,3.0
Kolambi,2020,1,4.2
Madkona,2020,1,9.8
Mangrule,2020,1,4.1
Talegaon,2020,1,1.9
Wadgaon,2020,1,3.2
Yavatmal,2020,1,0.8
Yelbara,2020,1,3.9
Bhandardara,2019,1,1.7
Kalsubai,2019,1,0.9
Kotul,2019,1,22.7
Rajur,2019,1,1.9
Arangaon,2019,1,6.5
Jamkhed,2019,1,13.9
Jamkhed,2019,1,5.6
Baradgaon Sudrik,2019,1,7.3
Bhitkewadi,2019,1,11.9
Kolwadi,2019,1,9.1
